plate,mjd,fiberid,snMedian,psfmag_g,psfmag_r,gmr
6034,56103,356,22.54096,18.19693,18.68868,-0.4917507
7619,56900,891,21.33619,18.6206,18.25722,0.3633823
751,52251,587,20.84356,18.96135,18.63435,0.3269997
2269,53711,152,20.27361,18.3342,18.15433,0.1798763
2270,53714,435,22.19698,19.04039,18.75809,0.2822933
2597,54231,541,21.33452,18.28509,18.15576,0.1293297
3324,54943,127,20.89965,18.36694,18.18403,0.1829128
3325,54942,502,21.2334,18.58317,18.3328,0.2503643
3327,54951,378,31.45728,18.02347,18.04122,-0.01774979
3327,54951,457,25.7042,18.18692,18.3249,-0.1379795
3328,54964,516,22.88897,18.76468,18.38672,0.377964
3329,54970,498,22.28393,18.64895,18.41581,0.2331429
3331,54977,96,24.67316,18.6024,18.25845,0.343956
4079,55363,620,34.45037,18.50825,18.12353,0.3847237
4081,55365,404,24.12607,19.12833,18.72926,0.3990726
5163,55889,762,23.97401,18.27928,18.17724,0.1020451
5949,56096,936,20.67182,19.07103,18.67375,0.3972778
5953,56092,990,28.0702,18.34369,18.01791,0.3257771
5954,56462,145,20.03243,19.24668,18.8993,0.3473816
6048,56072,28,20.96047,18.73699,18.35063,0.386364
6048,56072,841,22.23518,18.6025,18.23022,0.3722744
6669,56413,438,20.20399,18.365,18.06595,0.2990532
6672,56386,828,24.24382,18.34639,18.03595,0.3104382
7623,56901,484,20.06728,18.61883,18.40374,0.2150955
7624,57039,346,28.2932,18.30957,18.12335,0.1862202
1915,53612,483,22.08794,18.50628,18.20036,0.3059139
3466,54998,342,21.71901,18.72395,18.48586,0.2380905
3466,54998,514,23.84004,18.59474,18.52502,0.06971931
3478,55008,461,22.57915,18.38009,18.26444,0.1156425
3866,55623,268,20.15232,19.05769,18.77786,0.2798309
4208,55476,642,25.24078,18.81223,18.5274,0.2848282
4652,55672,280,24.08494,18.90158,18.57494,0.3266449
4654,55659,946,20.18062,18.01038,18.04828,-0.03789711
4866,55895,942,20.43919,18.75338,18.467,0.2863808
5156,55925,32,24.34634,18.38952,18.05307,0.3364487
5435,55982,770,28.2199,18.48434,18.19576,0.2885799
3223,54865,535,25.64478,18.56769,18.16769,0.3999996
3224,54849,294,25.3875,18.51394,18.13279,0.3811436
3224,54849,353,22.09919,18.59622,18.2278,0.3684158
3224,54849,367,24.818,18.53304,18.18967,0.3433666
3225,54853,142,24.43722,18.50087,18.11926,0.3816128
4054,55358,100,28.79056,18.61519,18.24556,0.3696289
4054,55358,572,28.02258,18.62491,18.28635,0.3385601
4370,55534,16,21.26921,18.64355,18.31561,0.3279381
5294,55922,440,21.4314,18.63447,18.41284,0.2216301
5994,56101,982,22.90578,18.66406,18.49792,0.1661358
5995,56093,568,22.94513,17.53842,18.07748,-0.5390568
5996,56096,336,20.71644,18.5605,18.30248,0.2580261
6626,56330,725,25.80349,18.46853,18.19855,0.2699833
7654,57330,49,20.02294,18.86714,18.69696,0.1701813
512,51992,595,23.81242,18.45141,18.06793,0.3834801
513,51989,219,25.90744,18.49969,18.40147,0.09821701
517,52024,91,24.73235,18.40339,18.01774,0.3856468
825,52289,588,20.56568,18.01689,18.07535,-0.05846024
1468,52999,626,23.83154,18.78007,18.43424,0.345829
2401,53768,216,24.78054,18.41932,18.35416,0.06515312
2401,53768,439,25.9242,18.7392,18.34292,0.3962765
2402,54176,383,20.44145,19.02337,18.78558,0.2377853
2403,53795,121,39.47676,18.08256,18.0761,0.00646019
2403,53795,135,25.22293,18.86439,18.64452,0.2198639
2404,53764,557,29.77348,18.30599,18.0222,0.2837887
2406,54084,123,27.82402,18.56888,18.24012,0.3287659
2406,54084,325,24.08066,18.88955,18.61444,0.2751102
2406,54084,338,25.1246,18.96332,18.57392,0.3894024
2406,54084,402,35.53245,18.32832,18.06549,0.2628212
2409,54210,102,21.6239,19.00773,18.79103,0.2166977
2800,54326,635,34.93956,18.19849,18.02121,0.1772804
3426,54977,94,26.84039,18.29646,18.01535,0.2811146
3427,54979,418,23.52085,18.6041,18.34795,0.2561512
3429,54976,242,20.31725,18.74357,18.463,0.2805729
3442,54983,618,20.91182,18.93326,18.55957,0.3736858
3454,55003,37,20.95571,18.73366,18.33908,0.3945713
3457,54984,460,25.91499,18.57573,18.25534,0.3203945
3457,54984,501,23.48147,18.83757,18.5112,0.3263721
3948,55331,682,22.27587,18.59855,18.40042,0.1981297
4552,55884,982,20.765,18.87348,18.50362,0.3698635
5374,55947,606,22.51715,19.01918,18.93587,0.0833168
5374,55947,662,20.49459,18.85184,18.67356,0.1782761
5374,55947,760,31.62971,18.49342,18.17157,0.3218498
5374,55947,824,22.71973,19.25351,18.89918,0.3543301
5377,55957,374,24.12687,18.90022,18.69453,0.2056828
5862,56045,230,22.35249,18.81494,18.5291,0.2858353
6037,56104,924,23.04891,18.67707,18.54527,0.131794
6040,56101,496,20.74312,18.3537,18.02847,0.3252354
6724,56416,674,25.06688,18.63726,18.31315,0.3241081
6724,56416,684,20.46001,18.81717,18.54384,0.2733307
7238,56660,727,20.40022,19.03522,18.77594,0.2592716
7616,56902,196,26.05091,18.20434,18.08812,0.1162224
301,51942,515,25.30582,18.3827,18.38938,-0.006673813
305,51613,356,20.85829,18.6762,18.60872,0.06747627
936,52705,545,21.02726,18.75229,18.41525,0.3370361
2066,53349,264,23.51243,18.5965,18.22845,0.3680553
2070,53729,432,23.88048,18.76312,18.3969,0.3662148
2700,54417,71,21.26841,18.98857,18.6599,0.3286629
2700,54417,556,27.51446,18.43932,18.35781,0.08151054
2701,54154,199,28.835,18.37212,18.12495,0.2471733
2707,54144,488,31.06728,18.14927,18.52357,-0.3743
2708,54561,86,25.97927,18.89126,18.66762,0.2236443
3194,54833,439,22.10608,18.62763,18.3365,0.2911377
3195,54832,177,22.46374,18.61672,18.34309,0.2736263
3196,54834,247,27.08191,18.40754,18.07153,0.3360081
3196,54834,317,26.79115,18.5033,18.10494,0.3983631
3196,54834,357,28.58533,18.5297,18.24317,0.2865257
3206,54852,559,28.73395,18.83319,18.45214,0.3810463
3832,55289,321,35.28464,18.34861,18.00045,0.3481617
4063,55364,152,27.20213,18.81773,18.46623,0.3514996
4063,55364,458,33.41066,18.34621,18.02016,0.3260498
4065,55368,912,29.46391,18.3875,18.0146,0.3728962
4566,55630,884,25.57158,18.29212,18.00953,0.282589
4808,55705,756,20.97547,18.7376,18.58582,0.1517792
4831,55679,896,21.11025,18.22588,18.58844,-0.3625622
718,52206,396,43.57066,17.07593,18.47532,-1.399387
1998,53433,469,20.83251,17.79372,18.12751,-0.3337879
2882,54498,432,22.76627,18.63487,18.2434,0.39147
3209,54906,418,32.49161,18.40966,18.42102,-0.0113678
3211,54852,214,25.35592,18.49981,18.20957,0.2902431
3211,54852,461,21.91079,18.78854,18.39737,0.3911762
3212,54851,84,23.81359,18.63568,18.48501,0.1506653
3213,54865,228,24.73551,18.13305,18.22028,-0.08723831
3214,54866,25,31.70002,18.17507,18.00351,0.1715641
3214,54866,73,27.62967,18.29247,18.46794,-0.1754646
3215,54861,54,26.54864,18.40103,18.06097,0.3400536
3790,55208,676,25.01194,18.82419,18.53254,0.291647
3792,55212,270,29.16733,18.13443,18.09275,0.04167747
4058,55358,964,20.63688,18.99141,18.66354,0.3278675
4060,55359,464,20.60222,18.8657,18.59269,0.2730141
4966,55712,134,22.80204,18.84407,18.4877,0.3563709
5302,55896,372,22.79282,18.82701,18.48155,0.3454571
5964,56098,892,21.47799,18.92308,18.62659,0.2964859
5966,56101,834,24.63386,18.78938,18.41488,0.3744926
5968,56356,661,22.56004,18.37332,18.33337,0.0399456
6489,56329,43,28.02801,18.46519,18.17509,0.290102
6492,56362,366,23.7611,18.31328,18.03897,0.2743168
6493,56338,774,21.22291,18.32855,18.03157,0.2969799
6786,56448,634,23.81439,18.25119,18.1213,0.1298866
7089,56661,766,20.82791,18.33378,18.26121,0.07256889
7092,56683,792,22.7414,18.37169,18.16832,0.2033634
7703,57333,60,21.60685,18.71031,18.762,-0.05169106
488,51914,61,21.552,18.55425,18.24482,0.3094311
2936,54626,72,27.19306,18.60812,18.25461,0.3535099
4226,55475,952,21.28951,18.88424,18.54756,0.3366718
4698,55623,54,22.90664,18.52992,18.64111,-0.1111832
5423,55958,91,23.59048,18.32797,18.00441,0.3235569
6052,56092,712,20.84189,18.06016,18.49745,-0.4372883
6054,56089,376,20.8623,18.6063,18.93877,-0.3324776
6054,56089,626,26.12714,18.63368,18.3097,0.3239841
528,52022,323,22.60115,18.79758,18.40795,0.3896351
836,52376,211,20.41866,18.62637,18.27016,0.3562145
1144,53238,633,23.7261,18.94936,18.62381,0.3255501
1150,52644,201,30.46481,18.22056,18.04546,0.1750927
1153,52933,161,27.84135,18.48616,18.09476,0.3913956
1154,53083,45,30.89821,18.39904,18.03494,0.3640995
2102,54115,231,21.25508,18.85528,18.7217,0.1335869
2102,54115,430,23.90207,18.49187,18.43898,0.05288696
2970,54589,371,23.5855,17.8751,18.01438,-0.1392746
3816,55272,840,21.87654,19.11652,18.82604,0.2904758
4086,55446,969,26.22169,18.44456,18.06848,0.3760738
4087,55449,626,24.95382,17.95171,18.25525,-0.3035393
4633,55620,188,26.5899,18.43254,18.15854,0.2740002
4633,55620,403,23.93979,18.46841,18.33911,0.1293049
5148,56220,30,26.18904,18.59595,18.24577,0.3501759
5413,55976,697,24.39501,18.35065,18.01532,0.3353329
5888,56041,44,22.13823,18.46002,18.18554,0.2744808
6177,56268,886,26.63137,18.66179,18.30234,0.3594475
6459,56273,506,24.31899,17.68006,18.0759,-0.3958454
6758,56415,316,21.65377,18.71129,18.48407,0.2272282
7451,56739,947,20.6961,18.51706,18.13717,0.3798828
7453,56749,200,22.66994,18.59378,18.21695,0.3768291
7455,56768,611,21.80765,18.7191,18.4938,0.225296
7455,56768,782,23.00716,18.31198,18.47999,-0.1680126
1588,52965,354,20.47074,18.9181,18.7404,0.1777
1309,52762,248,22.26438,18.14794,18.02718,0.1207561
2214,53794,308,23.03267,18.47819,18.14638,0.3318176
2822,54389,167,35.84314,18.28989,18.04516,0.2447338
2825,54439,110,26.05933,18.5357,18.14289,0.3928089
3252,54893,496,26.68238,18.52987,18.19049,0.3393879
3253,54941,81,23.91639,18.47143,18.13158,0.3398514
3253,54941,105,22.15331,18.44211,18.44089,0.001216888
3255,54885,477,24.72038,18.54364,18.67917,-0.1355286
3257,54888,498,25.32073,18.60054,18.21047,0.3900681
3257,54888,513,26.11178,18.55274,18.18982,0.3629208
3794,55241,982,22.61727,18.72339,18.4168,0.306591
3801,55509,392,28.5927,18.41583,18.06705,0.3487778
4042,55626,908,20.4421,18.32897,18.05273,0.2762356
4608,55973,48,22.09012,18.49325,18.16323,0.3300228
4608,55973,72,22.92938,18.35979,18.17378,0.1860008
4843,55860,570,22.94315,18.67212,18.34945,0.3226719
5486,56030,181,28.39631,18.43494,18.28143,0.1535053
5487,55982,220,20.23603,19.06571,18.68644,0.3792706
5989,56312,5,25.45412,18.23027,18.05298,0.1772881
6294,56482,863,24.28792,18.44238,18.14921,0.293169
6973,56741,274,20.7227,18.61781,18.26454,0.3532734
6974,56442,767,21.52946,18.98948,18.66612,0.3233662
2492,54178,312,25.01977,18.33136,18.1169,0.2144642
2778,54539,302,20.21901,18.74109,18.34635,0.3947449
3150,54806,76,20.63155,18.76572,18.66818,0.09753799
3150,54806,400,26.92534,18.54671,18.27478,0.2719326
3150,54806,483,29.08945,18.35055,18.05379,0.2967625
3151,54804,274,26.46683,18.35809,18.03265,0.3254375
3152,54801,501,29.99295,18.75512,18.40755,0.3475723
3153,54790,192,25.12623,18.90326,18.62986,0.2733955
3153,54790,462,35.55988,18.49616,18.21667,0.2794838
3154,54821,385,28.98176,18.4564,18.18623,0.2701702
3154,54821,465,34.27181,18.3353,18.03541,0.2998867
3155,54829,305,28.77657,18.17478,18.09846,0.07632065
3155,54829,443,20.17347,19.12428,18.75375,0.3705215
3692,55186,194,33.00935,18.87477,18.61618,0.2585888
3692,55186,362,25.19655,19.13271,18.75661,0.3761005
3692,55186,880,37.57464,18.38602,18.06047,0.3255501
3961,55654,804,22.05441,18.57892,18.198,0.3809204
4198,55480,746,26.69041,18.63944,18.4767,0.1627464
4199,55481,146,21.6579,18.98324,18.58419,0.3990479
5188,55803,776,23.65354,18.49862,18.1863,0.3123207
5189,56074,950,22.37994,18.57387,18.26162,0.3122444
5798,56326,348,23.45045,18.47429,18.39987,0.07442474
6118,56189,306,23.69199,18.40816,18.10245,0.3057156
6677,56385,636,24.65655,18.30921,18.0121,0.2971096
666,52149,41,31.48075,18.20605,18.10905,0.09700394
2241,54169,517,20.83764,18.53366,18.34816,0.185503
2525,54569,396,20.0072,19.16607,18.80305,0.3630199
2827,54422,452,32.56972,18.03845,18.02394,0.01451302
2829,54623,337,24.3478,18.80818,18.49918,0.309
3230,54860,242,28.34117,18.49431,18.31533,0.1789837
3232,54882,120,20.89141,18.58949,18.51291,0.07658005
3233,54891,401,27.61835,18.31042,18.02358,0.2868404
3233,54891,536,26.59688,18.45713,18.4107,0.04642487
3235,54880,400,23.58243,18.81487,18.47295,0.3419228
3236,54892,22,20.61936,18.72471,18.5572,0.1675091
3818,55532,270,30.56952,18.61076,18.25294,0.3578167
3820,55542,880,22.98648,18.49227,18.15101,0.3412647
4072,55362,950,24.51095,18.5175,18.2049,0.3125954
5209,56002,597,24.42153,18.45735,18.16253,0.2948246
5702,56221,28,20.78278,18.713,18.35526,0.3577328
6003,56311,550,20.69768,18.58579,18.30568,0.280117
6007,56066,732,24.05478,18.52846,18.22639,0.3020687
6007,56066,978,26.52789,18.05425,18.00251,0.05174446
6526,56543,66,26.17837,18.58027,18.24254,0.3377323
7095,56625,994,26.70081,18.27696,18.09879,0.1781635
7628,56978,670,20.23949,18.75563,18.74823,0.007400513
2647,54495,361,24.5476,17.90762,18.05843,-0.1508102
3112,54802,342,31.7492,18.60833,18.29441,0.313921
3112,54802,631,35.23203,18.49013,18.1088,0.3813324
3114,54773,425,35.61433,19.11318,18.76211,0.3510628
3114,54773,639,27.97044,19.21566,18.86291,0.3527565
3681,55243,928,24.69742,18.92656,18.62527,0.3012905
3683,55178,404,29.32448,18.74358,18.42373,0.319849
3974,55320,112,23.53445,18.43222,18.19338,0.2388382
3974,55320,904,22.09445,18.80681,18.49276,0.314045
4233,55449,426,21.99249,18.60178,18.24895,0.3528271
4730,55630,760,22.24702,18.51429,18.16101,0.3532772
5326,56002,360,24.75567,18.42006,18.11275,0.3073082
6382,56365,345,22.06542,18.66615,18.38113,0.2850208
7255,56597,994,20.73987,18.8922,18.5572,0.335001
8181,57073,919,23.196,18.3414,18.09136,0.2500401
470,51929,124,29.63939,19.04906,18.95347,0.09559059
473,51929,126,54.35072,18.86576,18.74998,0.1157818
473,51929,195,21.5301,18.60997,18.4275,0.1824722
753,52233,403,50.18945,18.6519,18.29906,0.3528423
1722,53852,570,31.13788,18.63648,18.37817,0.2583122
2268,53682,299,25.34584,18.27629,18.0902,0.1860962
2597,54231,500,29.69193,18.29124,18.25589,0.03535843
2601,54144,22,20.15684,19.17157,18.77422,0.3973465
3326,54943,17,22.16434,18.59681,18.29861,0.2981949
3326,54943,565,24.91451,18.55995,18.16411,0.3958378
3327,54951,278,24.15761,18.47704,18.1742,0.3028412
3328,54964,124,20.30104,18.40201,18.23555,0.16646
3328,54964,177,25.43973,18.54214,18.14388,0.3982563
3329,54970,245,20.33937,18.66611,18.40582,0.2602844
3329,54970,321,29.1501,18.35798,18.09352,0.2644577
3331,54977,157,24.12667,18.65236,18.42027,0.2320843
4081,55365,466,30.58701,18.7559,18.36504,0.3908615
1917,53557,541,27.02503,18.40948,18.2697,0.1397858
3459,55007,304,20.48727,18.69819,18.32088,0.3773117
3480,54999,137,24.04631,18.66699,18.29851,0.3684731
3480,54999,562,22.59204,18.79494,18.75439,0.04055023
3870,55273,756,24.6823,18.16735,18.0694,0.09794617
3870,55273,904,23.58744,18.63511,18.34197,0.2931404
4209,55478,20,24.75982,18.65823,18.32652,0.3317127
4453,55535,552,29.77538,18.65214,18.67748,-0.02534103
4864,55680,446,22.19436,18.5034,18.20377,0.299633
5156,55925,156,25.3168,18.29611,18.03999,0.2561207
5435,55982,838,23.70823,18.82818,18.53532,0.2928562
5867,56034,810,25.48844,18.32078,18.01378,0.3070068
7110,56746,158,22.40906,18.69025,18.3585,0.3317547
7693,57361,466,28.73749,18.2762,18.13787,0.1383286
1577,53495,574,22.86902,18.58315,18.35229,0.230854
2294,54524,168,20.91059,17.85977,18.01557,-0.1558037
2295,53734,367,20.45483,18.24946,18.36015,-0.1106949
2553,54631,414,31.0238,18.17291,18.01989,0.1530151
3105,54825,293,23.85758,18.79139,18.46738,0.324007
3105,54825,611,22.8881,18.76629,18.49455,0.2717419
3105,54825,638,22.75822,18.78822,18.46218,0.3260345
3109,54833,167,31.60424,18.42858,18.05238,0.3761997
3109,54833,640,21.47787,18.90257,18.51764,0.3849277
3679,55209,796,21.07475,18.66892,18.96305,-0.2941265
4311,55506,348,24.23285,18.57724,18.25402,0.3232231
4558,55569,168,22.82746,18.76314,18.44611,0.3170319
4743,55645,806,21.97857,18.46363,18.54246,-0.07882881
5035,55829,944,22.46002,18.52527,18.13642,0.3888493
5331,55976,182,20.26085,18.90548,18.54795,0.357523
6271,56304,302,41.65665,18.63068,18.33755,0.2931328
6272,56325,756,22.866,18.92811,18.72032,0.2077885
6781,56599,843,24.15951,18.94999,18.56739,0.3826065
6782,56572,123,23.22511,19.13082,18.80299,0.3278275
7827,57278,764,22.26444,18.33411,18.30859,0.02552032
1962,53321,510,23.17825,18.88784,18.51123,0.3766079
1390,53142,350,23.33818,18.87781,18.50418,0.3736324
1737,53055,475,20.39034,18.2081,18.05834,0.1497517
1742,53053,287,20.37462,18.43774,18.42209,0.0156517
2674,54097,464,23.18668,18.87861,18.48329,0.3953209
3216,54908,300,20.01186,18.89674,18.58321,0.3135242
3216,54908,567,23.52153,18.31259,18.42146,-0.1088696
3221,54864,564,25.84941,18.48258,18.16324,0.3193378
3778,55213,32,25.42935,18.61595,18.33594,0.280014
3778,55213,290,24.0403,18.81576,18.54606,0.2696953
4371,55830,254,21.19112,18.77806,18.44671,0.331356
4621,55649,690,21.1654,18.70228,18.38437,0.3179073
4624,55654,684,22.22905,18.46081,18.33139,0.1294136
4879,55706,272,20.56667,18.39941,18.70283,-0.3034153
4879,55706,669,21.48324,18.65407,18.30372,0.3503437
4882,55721,702,26.15289,18.41284,18.13057,0.2822704
5993,56070,799,24.40085,18.64471,18.37733,0.2673798
5994,56101,184,22.05042,18.57076,18.44952,0.1212311
5995,56093,546,23.26113,18.40455,18.15273,0.2518139
7029,56455,728,20.51953,18.67242,18.50755,0.1648636
7653,57306,405,23.7869,18.97781,18.6658,0.3120098
8296,57375,564,21.40634,18.66257,18.47306,0.189518
1177,52824,529,22.83212,18.69153,18.41876,0.272768
1471,52883,351,21.74374,18.73278,18.3797,0.3530865
2400,53765,389,21.73419,18.83309,18.69695,0.1361389
2400,53765,536,22.17762,19.01961,18.69875,0.3208542
2404,53764,290,23.53557,18.63832,18.31381,0.3245106
2404,53764,387,24.151,18.6692,18.536,0.1332054
2404,53764,594,21.085,18.90181,18.63696,0.2648449
2406,54084,194,22.94836,18.97112,18.74174,0.2293797
2406,54084,315,22.73522,18.92382,18.69187,0.2319527
3426,54977,424,30.2889,18.4152,18.19375,0.2214508
3426,54977,459,29.64755,18.23817,18.13676,0.1014118
3427,54979,520,24.9741,18.65092,18.38118,0.2697315
3454,55003,313,26.33905,18.30035,18.00149,0.2988567
3454,55003,477,26.32468,18.44113,18.22246,0.2186661
3454,55003,639,27.80733,18.30627,18.09114,0.2151337
3457,54984,138,26.77345,18.34201,18.00621,0.3358002
4552,55884,428,24.05977,18.65052,18.29023,0.3602924
4778,55706,300,43.03703,17.55883,18.10139,-0.5425587
5111,55840,392,23.28101,19.20097,18.95171,0.2492523
5374,55947,786,23.51985,19.10895,18.82169,0.2872601
5862,56045,538,23.32343,18.57785,18.22752,0.3503304
6495,56339,932,21.71032,18.117,18.32275,-0.2057552
6498,56565,234,20.24327,18.87762,18.47921,0.3984184
7236,56605,150,24.67644,18.5295,18.28895,0.2405567
7238,56660,139,31.37109,18.78289,18.49076,0.2921238
7238,56660,562,25.64311,19.07216,18.80307,0.2690887
7336,56656,152,26.8725,19.27828,18.98181,0.2964687
7613,56988,736,26.37169,18.48507,18.15,0.3350773
301,51942,457,25.69234,18.51957,18.1799,0.3396664
935,52643,270,25.91944,18.24472,18.15709,0.0876236
1253,52974,249,41.75284,18.06285,18.37239,-0.3095322
2067,53738,288,22.94057,18.78739,18.50943,0.2779598
2070,53729,93,24.31361,18.42687,18.10343,0.3234329
2070,53729,575,29.45235,18.49318,18.20167,0.2915058
2700,54417,36,29.56346,18.16196,18.06036,0.1016026
2700,54417,484,26.6032,18.72843,18.33186,0.3965721
2701,54154,485,25.23399,18.69878,18.40995,0.2888222
2707,54144,148,25.80362,18.60204,18.72452,-0.1224842
2707,54144,457,25.4325,18.75743,18.92084,-0.1634159
3194,54833,487,20.17352,18.88805,18.51022,0.3778343
3194,54833,559,26.67694,18.38001,18.01096,0.3690567
3194,54833,624,25.59624,18.41063,18.17147,0.2391644
3196,54834,55,21.20143,18.97876,18.61034,0.3684235
3196,54834,101,21.29826,18.69114,18.84892,-0.1577797
3196,54834,459,21.14082,19.01913,18.66614,0.3529911
3205,54848,510,21.46564,18.7763,18.42926,0.3470364
3206,54852,565,29.56372,18.74448,18.42873,0.3157463
3207,54850,625,28.25897,18.60307,18.20382,0.3992538
3208,54853,62,21.71409,18.96948,18.60303,0.3664455
3831,55543,610,20.22075,19.09241,18.78529,0.3071175
5171,56038,908,20.49468,18.32677,18.04388,0.2828922
5404,56013,384,24.56014,18.39121,18.05349,0.3377209
5407,55926,982,22.53343,18.63203,18.58775,0.04428101
5786,56251,394,20.29848,18.35652,18.08425,0.2722759
5787,56254,322,22.22091,18.49024,18.1591,0.3311481
6111,56270,830,28.13908,18.45072,18.07172,0.3790054
6115,56237,542,26.20279,18.6943,18.31866,0.375639
6391,56329,507,22.48188,18.51113,18.13258,0.3785515
7050,56573,619,25.27183,18.52002,18.18914,0.3308811
7665,57328,140,22.99775,19.17503,18.88129,0.293745
1998,53433,458,21.03152,18.69217,18.40101,0.2911625
2235,53847,582,20.18282,18.50529,18.28638,0.2189083
2238,54205,88,21.22172,18.5718,18.34705,0.2247562
2884,54526,211,24.55965,18.68331,18.33927,0.3440399
3209,54906,95,33.56953,18.24699,18.36865,-0.1216583
3211,54852,375,24.11453,18.42345,18.03842,0.3850288
3211,54852,500,27.12463,18.50424,18.1544,0.3498402
3212,54851,242,26.04022,18.47263,18.40437,0.06825638
3213,54865,64,22.8686,18.41305,18.55457,-0.1415234
3214,54866,213,28.09266,18.5016,18.26853,0.2330723
3214,54866,323,28.33622,18.5215,18.25226,0.2692432
3214,54866,356,26.41199,18.69101,18.34074,0.350275
3215,54861,241,22.75757,18.69776,18.36047,0.3372955
3790,55208,584,25.98628,18.59316,18.26748,0.3256836
4059,55360,512,24.71575,18.6336,18.23884,0.3947601
4060,55359,110,27.27637,18.80543,18.46659,0.3388329
4060,55359,444,27.76396,18.08857,18.07824,0.01033783
4382,55742,674,30.19687,18.45657,18.12669,0.329874
4382,55742,936,23.74994,18.74372,18.41624,0.3274822
4383,55881,598,22.6347,18.98467,18.65163,0.3330402
4386,55540,164,20.94675,18.61761,18.36583,0.2517738
4661,55614,805,28.04615,18.39104,18.11063,0.280407
5697,55944,356,27.44232,18.41275,18.02613,0.3866215
6201,56186,1000,24.20292,18.44723,18.08726,0.3599701
6491,56337,196,24.30406,18.37452,18.27163,0.1028881
7093,56657,178,27.46306,18.60571,18.41315,0.192564
7380,56753,587,21.63514,18.12196,18.25632,-0.134367
7705,57332,147,20.03195,19.3078,18.95935,0.3484478
7705,57332,602,23.13841,18.8239,18.71754,0.1063614
489,51930,335,20.49387,18.37745,18.07611,0.3013439
864,52320,526,23.69265,17.7366,18.24435,-0.5077457
1748,53112,331,21.22232,18.19174,18.37136,-0.1796188
1750,53358,625,21.21055,18.35676,18.46032,-0.1035576
2058,53349,600,21.69064,19.08214,18.79733,0.284811
2060,53706,171,20.10078,19.14286,18.76757,0.3752899
2399,53764,353,33.0443,18.19068,18.10891,0.08176613
3672,55484,390,26.53877,18.3329,18.00188,0.3310223
3674,55182,224,23.95949,18.66469,18.44208,0.2226162
3963,55659,218,23.26159,18.52016,18.21122,0.3089447
4230,55483,638,22.33558,18.93684,18.67731,0.2595329
5313,55973,752,22.01123,18.99951,18.91652,0.08298874
5422,55986,840,26.82888,18.21919,18.09538,0.1238117
7038,56571,82,20.10773,18.63528,18.46801,0.1672688
7038,56571,800,24.71884,18.4474,18.31704,0.1303558
7835,56986,214,26.34229,18.60947,18.67036,-0.06088257
7836,57278,353,25.67184,18.41953,18.1201,0.2994366
1825,53504,505,21.33248,18.4133,18.06814,0.3451614
2965,54594,101,23.20329,19.10775,18.90166,0.2060909
2965,54594,184,23.78194,19.24366,18.99625,0.2474117
2970,54589,369,22.76581,18.90409,18.5838,0.3202972
2971,54590,56,26.09378,17.87845,18.07571,-0.1972599
4089,55470,509,28.50524,18.44261,18.10813,0.3344822
4089,55470,632,24.13536,18.81851,18.49235,0.3261623
4390,55948,873,22.44522,18.46587,18.17846,0.2874107
406,51900,376,22.8128,18.79623,18.49028,0.3059502
407,51820,241,21.78417,18.83623,18.72551,0.110714
408,51821,260,20.8099,18.90655,18.57302,0.3335342
2820,54599,377,27.6753,18.10366,18.38722,-0.2835579
2822,54389,449,28.35029,18.54635,18.27913,0.2672253
2822,54389,504,36.25558,18.35104,18.03044,0.3205929
2825,54439,68,23.20929,18.58254,18.33876,0.2437782
2827,54422,103,28.06107,18.52617,18.17476,0.3514118
3251,54882,505,28.37434,18.52011,18.12864,0.391468
3254,54889,418,21.79494,18.58164,18.29893,0.2827129
3255,54885,308,22.62922,18.52246,18.21399,0.3084602
3257,54888,407,24.21738,18.57626,18.1869,0.3893604
3257,54888,481,30.16615,18.1054,18.03843,0.0669632
4041,55361,886,31.89657,18.35421,18.00469,0.3495178
4356,55829,100,20.39368,18.44599,18.07961,0.3663807
4606,56223,6,20.04861,18.85899,18.56335,0.295639
4606,56223,216,23.52406,18.61045,18.37908,0.2313728
4608,55973,724,20.1525,18.4101,18.19888,0.2112274
4839,55703,868,20.35135,18.00199,18.41026,-0.4082661
4839,55703,960,21.48974,18.41784,18.09896,0.3188763
4840,55690,308,20.64449,18.40849,18.74549,-0.3370018
5194,56062,620,22.64181,18.28827,18.60339,-0.3151169
5483,56017,556,21.89993,18.45214,18.06866,0.3834743
5988,56072,641,28.84401,18.36613,18.09566,0.2704659
6594,56272,992,24.1303,18.51029,18.1535,0.3567886
6597,56304,112,22.85752,18.01636,18.31938,-0.3030205
6974,56442,380,26.40051,18.59059,18.37876,0.2118282
6974,56442,592,25.24615,18.57706,18.58707,-0.01000786
7610,56980,966,25.52701,18.72063,18.6441,0.07652473
335,52000,626,20.55913,18.99471,18.7191,0.27561
633,52079,87,23.57762,18.60575,18.21089,0.3948574
2783,54524,355,20.71759,18.99762,18.72717,0.2704506
3149,54806,528,35.31663,18.31351,18.27278,0.04072952
3150,54806,145,20.10984,18.77022,18.47955,0.2906742
3150,54806,411,28.15514,18.36436,18.0899,0.2744637
3150,54806,496,20.41148,18.74216,18.44134,0.3008137
3151,54804,537,21.35662,19.16932,18.89406,0.2752609
3152,54801,539,21.69481,19.1269,18.93739,0.1895142
3153,54790,37,33.56808,18.38802,18.08011,0.307909
3153,54790,278,21.63824,19.13036,18.84056,0.2897949
3154,54821,458,31.93376,18.5392,18.15948,0.3797226
