plate,mjd,fiberid,snMedian,psfmag_g,psfmag_r,gmr
5739,55976,550,21.16281,18.43762,18.13049,0.3071327
6500,56541,773,24.36215,18.7258,18.38354,0.3422604
7448,56739,880,23.10531,18.41953,18.10685,0.3126736
2817,54627,100,21.69324,18.70694,18.35548,0.3514595
2817,54627,377,27.87689,18.48497,18.09632,0.3886528
2818,54616,413,31.89339,18.16739,18.1039,0.06348038
3313,54999,297,20.37077,18.5455,18.71925,-0.1737461
3313,54999,537,26.5687,18.50996,18.1196,0.3903522
3315,54942,84,21.63258,18.57502,18.44094,0.134079
3317,54908,239,24.93659,18.48532,18.1609,0.3244171
3317,54908,537,28.30882,18.53787,18.15536,0.3825111
3317,54908,601,20.77145,18.86045,18.62478,0.235672
3318,54951,320,20.80373,18.62997,18.29417,0.335804
3318,54951,625,22.67267,18.48483,18.34603,0.1388035
3319,54915,421,21.71692,18.91238,18.64371,0.2686729
3320,54912,398,21.00153,18.61842,18.37841,0.2400017
3320,54912,465,21.27999,18.79634,18.50356,0.2927876
3321,54924,67,20.88266,18.78218,18.45595,0.3262272
4995,55739,630,20.53948,18.68163,18.39112,0.2905045
4997,55738,844,23.02361,18.78964,18.50015,0.2894859
4998,55722,326,23.86392,18.69985,18.45831,0.2415428
4998,55722,426,20.46648,18.54092,18.47416,0.06675911
5473,56033,764,22.15342,18.64864,18.43871,0.2099323
5475,56011,910,20.76089,18.38202,18.11136,0.2706604
5478,56014,171,20.82968,18.70225,18.40755,0.2946911
6259,56565,633,27.79924,18.41901,18.06071,0.3583031
6262,56267,748,27.8304,18.43965,18.1053,0.3343506
7660,57357,228,21.44802,18.48186,18.48168,0.0001869202
281,51614,588,24.78159,18.58999,18.22409,0.3658962
927,52577,112,20.82995,18.52034,18.19237,0.3279648
1571,53174,108,22.21654,18.4278,18.0686,0.3592072
1573,53226,62,20.77415,18.97143,18.59967,0.3717575
2258,54328,193,38.2444,18.78874,18.46,0.3287354
2583,54095,99,22.75813,18.72423,18.45152,0.2727165
2871,54536,505,28.17618,18.4634,18.227,0.2363968
2871,54536,605,20.28918,19.19205,18.92921,0.262846
2872,54533,379,37.02044,18.43352,18.14113,0.2923889
2872,54533,474,24.93433,19.1581,18.82379,0.3343048
2873,54505,373,23.57514,18.94638,18.58846,0.357914
2873,54505,588,22.44825,19.00213,18.76855,0.2335758
2876,54581,35,29.78049,18.5134,18.13651,0.3768921
2876,54581,437,26.8189,18.71352,18.59469,0.1188221
3262,54884,139,20.28149,18.81346,18.44695,0.366518
3262,54884,581,21.04608,18.87444,18.48053,0.3939114
3263,54887,277,27.50401,18.11664,18.00752,0.1091213
3263,54887,278,26.66774,18.40313,18.07219,0.3309441
3264,54889,183,25.40389,18.49769,18.11047,0.3872204
3264,54889,424,29.18989,18.76247,18.43937,0.3230972
4176,55682,686,20.13902,18.72517,18.58633,0.1388378
4687,56369,294,21.01144,18.78658,18.49566,0.2909164
5452,55957,716,22.15355,18.89562,18.55445,0.3411713
5896,56047,706,23.96292,18.76713,18.46291,0.3042183
5897,56042,47,20.31995,18.60526,18.27699,0.3282719
5897,56042,243,24.53934,18.06745,18.04186,0.0255928
6041,56102,554,23.39399,17.84393,18.20193,-0.3579979
6376,56269,681,22.41889,18.80128,18.65483,0.146452
6638,56370,361,23.08634,18.48126,18.28433,0.1969242
1208,52672,131,20.11932,18.28561,18.0317,0.2539024
1802,53885,92,25.12035,18.24236,18.33883,-0.09646797
1803,54152,214,23.27948,18.92681,18.71812,0.2086849
1803,54152,265,25.7254,18.70361,18.36407,0.3395405
1803,54152,534,24.67888,18.82418,18.72594,0.09824371
1806,53559,28,20.98719,18.83381,18.47107,0.3627415
3156,54792,15,30.33362,18.60804,18.38034,0.2276936
3159,54802,148,26.29348,18.49171,18.20726,0.2844524
3159,54802,467,24.43501,18.79294,18.46534,0.3275928
3160,54793,35,30.83439,18.73952,18.44046,0.2990665
3160,54793,304,21.89705,19.27894,18.88778,0.3911591
3160,54793,635,25.10895,19.02615,18.85913,0.1670132
3161,54779,102,33.37315,18.93742,18.55875,0.3786678
3161,54779,300,34.34869,18.76561,18.75649,0.009113312
3162,54800,109,33.2373,18.77308,18.48657,0.2865105
3985,55320,724,21.80622,18.37122,18.46159,-0.09036255
5473,56033,260,20.66292,18.34669,18.05161,0.2950764
5972,56334,116,22.54229,19.16519,18.91411,0.2510853
6809,56454,591,24.62908,18.21063,18.13832,0.07231331
7167,56604,710,20.61522,18.78731,18.59739,0.1899223
7169,56628,321,23.59004,18.34637,18.02551,0.3208618
7387,57038,165,25.62512,18.32094,18.01432,0.3066177
7845,56980,270,22.82714,18.42081,18.18182,0.2389946
784,52327,243,20.93914,18.40336,18.20565,0.1977158
1829,53494,551,20.34026,18.99102,18.7879,0.2031116
1831,54557,319,22.10043,18.14322,18.01383,0.1293964
2170,53875,542,20.06596,18.72467,18.73309,-0.008426666
2464,54272,529,20.35576,18.70019,18.44307,0.2571182
2467,54176,456,27.27277,18.51441,18.21539,0.2990246
2472,54175,175,22.15653,18.47442,18.39549,0.07893181
2477,54058,53,23.70052,18.55417,18.57606,-0.02188873
2864,54467,331,31.25221,18.34945,18.03818,0.3112679
2864,54467,589,34.92611,18.13573,18.26262,-0.1268883
2865,54503,34,27.17371,18.53629,18.14914,0.3871498
2865,54503,258,24.61538,18.8455,18.64881,0.1966896
2865,54503,287,35.86608,18.12131,18.09355,0.02775955
2866,54478,352,24.47533,18.75069,18.49567,0.2550201
2867,54479,236,39.05119,18.42598,18.16716,0.2588234
2867,54479,407,22.44885,18.65404,18.96783,-0.313797
3244,54892,142,21.73689,18.71799,18.60053,0.1174622
3244,54892,303,22.17175,18.7413,18.44231,0.2989941
3244,54892,357,24.24773,18.71863,18.41051,0.3081207
3244,54892,623,22.73586,18.9031,18.5532,0.3498993
3245,54894,476,20.29923,19.20457,18.85311,0.3514576
3245,54894,585,20.00446,19.10695,18.85442,0.2525349
3246,54939,104,23.10187,18.50392,18.48095,0.02296448
3247,54888,384,25.9015,18.40688,18.04789,0.3589878
3249,54880,400,22.01835,18.82568,18.58024,0.2454395
3249,54880,562,22.11211,18.12814,18.15327,-0.02513695
4084,55447,123,21.59841,18.89827,18.53485,0.3634186
4379,55881,698,25.36751,18.81174,18.43312,0.3786201
5143,55828,55,20.23418,19.18661,18.83136,0.3552532
5399,55956,192,32.00368,18.65453,18.58013,0.07440758
5399,55956,388,29.3007,18.99742,18.69294,0.3044834
5399,55956,942,30.86888,18.95782,18.59515,0.3626785
6127,56274,594,22.0257,18.83897,18.48852,0.3504505
6421,56274,656,22.58571,19.02839,18.85358,0.1748085
6685,56412,674,24.6959,18.42304,18.10514,0.3178959
1739,53050,424,20.05108,18.54297,18.20554,0.3374271
2674,54097,170,25.22692,18.61869,18.32439,0.2943058
3216,54908,22,24.26597,18.51111,18.12878,0.3823338
3216,54908,127,21.23915,18.776,18.56322,0.2127876
3216,54908,206,22.3059,18.65257,18.38565,0.2669125
3216,54908,327,24.76455,18.37021,18.10484,0.2653713
3216,54908,386,20.55999,18.77505,18.45872,0.31633
3221,54864,515,22.60015,18.94824,18.65765,0.2905922
3221,54864,616,27.59105,18.53892,18.19538,0.3435459
5892,56035,732,21.04638,18.57912,18.27125,0.3078709
5893,56034,772,26.65882,18.50823,18.1918,0.3164253
5894,56039,220,26.83702,18.25075,18.08642,0.1643238
6061,56076,51,22.02698,18.53117,18.25258,0.2785873
8747,57401,139,27.70307,18.71918,18.48736,0.231823
2061,53711,350,24.51626,18.39159,18.38927,0.002321243
2318,54628,305,23.59527,18.58861,18.62573,-0.037117
2318,54628,563,29.65495,18.34779,18.59718,-0.2493877
2320,54653,233,24.77927,18.57214,18.46931,0.1028366
2322,53727,461,20.18409,19.17738,18.83108,0.3463058
2915,54497,239,32.70676,18.08339,18.11357,-0.03018188
2918,54554,155,20.57742,19.14587,18.74871,0.3971596
2919,54537,186,25.70131,18.65133,18.40198,0.2493534
3655,55240,618,23.39014,18.22581,18.09755,0.1282539
3657,55244,770,24.22734,18.17751,18.09593,0.08157158
3657,55244,850,20.88919,18.1019,18.56214,-0.4602356
3852,55243,442,24.77188,18.54906,18.24295,0.3061085
4091,55498,752,24.35517,18.77051,18.61528,0.1552296
4093,55475,361,27.21693,18.4545,18.11407,0.3404331
4093,55475,567,29.36666,18.55329,18.20249,0.3508053
4093,55475,582,30.03372,18.46892,18.07307,0.3958549
4891,55736,606,25.15635,18.48239,18.26571,0.2166862
5159,55856,882,26.59812,18.44963,18.09465,0.3549824
6415,56310,906,22.21367,18.36903,18.06282,0.3062057
6679,56401,662,24.50378,18.56012,18.27926,0.2808571
6682,56390,776,24.06421,18.58008,18.24713,0.3329544
6682,56390,822,22.10147,18.50728,18.18559,0.3216896
7085,56625,878,20.68488,18.95831,18.6444,0.3139114
2193,53888,435,26.05836,18.48642,18.21958,0.26684
2195,54234,335,20.95615,18.71929,18.34452,0.3747616
3298,54924,118,34.49878,18.2816,18.22069,0.06091118
3298,54924,178,28.99669,18.68063,18.34404,0.3365879
3298,54924,397,26.7793,18.52485,18.56399,-0.03914261
3298,54924,436,23.57386,18.9683,18.69039,0.2779102
3299,54908,174,23.69634,18.5092,18.25436,0.2548332
3299,54908,242,22.17812,18.72209,18.40592,0.3161774
3299,54908,567,28.20139,17.9972,18.09526,-0.09806442
3300,54914,94,23.71777,18.5437,18.14909,0.3946075
3865,55272,582,27.30854,18.9874,18.67551,0.3118916
4195,55452,760,24.75657,18.94472,18.70323,0.2414894
4446,55589,902,21.54734,18.68282,18.31164,0.3711796
4450,55540,878,21.86831,18.83,18.54486,0.2851467
4718,56014,746,26.04058,18.69903,18.38196,0.31707
4901,55711,162,25.92548,18.58249,18.21721,0.365284
5202,55824,302,21.59902,18.8189,18.49533,0.3235779
5947,56093,167,21.57756,18.37524,18.67704,-0.3017921
6168,56187,298,25.14728,18.58008,18.18613,0.3939495
6169,56193,886,28.68851,18.37447,18.02776,0.3467026
6694,56386,689,20.27113,18.78593,18.44958,0.3363495
7123,56726,522,23.88186,18.54258,18.19369,0.3488884
7842,56899,486,22.71261,18.64785,18.4995,0.1483498
394,51913,167,29.55192,18.74997,18.40411,0.3458519
394,51913,260,32.31958,18.85949,18.80502,0.05447388
3133,54789,375,26.12693,19.3073,18.97202,0.3352795
3135,54770,519,27.11248,19.26735,18.98094,0.2864094
3137,54730,148,29.50375,18.57512,18.52712,0.04800224
3138,54740,528,26.90586,19.18732,18.84435,0.3429699
3687,55269,844,24.28719,17.62274,18.08467,-0.461937
3690,55182,272,40.76978,18.24484,18.1743,0.07054329
3691,55274,408,24.6527,18.62987,18.36726,0.2626133
4507,55564,366,20.25305,18.75749,18.37826,0.3792362
4769,55931,246,25.1918,18.33861,18.00917,0.3294411
5381,56009,171,23.53876,17.86719,18.28563,-0.4184341
5849,56033,148,21.62991,18.29942,18.1558,0.1436253
5849,56033,802,23.24011,18.24482,18.10319,0.1416283
6473,56363,310,23.12376,18.49264,18.22363,0.2690067
7114,56748,554,21.46666,18.40734,18.12362,0.2837219
7117,56685,840,22.35699,17.46722,18.0186,-0.5513783
2275,53709,386,20.55319,18.30332,18.31385,-0.01053238
3390,54945,499,20.42617,18.73988,18.77301,-0.03312302
3404,54967,554,23.67574,18.72462,18.38149,0.3431282
3406,54970,396,25.04451,18.43779,18.07124,0.3665543
3407,54971,116,22.94316,18.84715,18.57256,0.2745895
3407,54971,225,33.72829,17.91869,18.10426,-0.1855659
3407,54971,484,21.68041,18.90336,18.8204,0.08296013
3407,54971,578,27.41351,18.65256,18.31564,0.3369236
3930,55332,745,20.07677,18.07121,18.58323,-0.512022
3931,55350,142,25.02642,18.40208,18.552,-0.1499214
4470,55587,328,21.14994,18.85613,18.53043,0.3257027
4470,55587,762,20.13523,18.73982,18.40609,0.3337364
4755,55660,12,21.17399,18.37884,18.11913,0.2597084
5386,56008,319,20.8374,18.65186,18.35763,0.2942295
6453,56365,167,26.33687,18.6995,18.35191,0.3475876
7854,56989,602,22.78594,18.87871,18.70331,0.1754017
620,52375,52,20.00348,18.35899,18.10979,0.2492085
1628,53474,269,22.62315,18.04058,18.09721,-0.056633
1909,53261,4,26.19961,18.50012,18.15762,0.3425064
1913,53321,156,24.28164,18.57042,18.31028,0.2601376
2262,54623,233,31.58088,17.77344,18.03678,-0.26334
2262,54623,358,26.83537,18.32466,18.05935,0.2653141
2262,54623,557,26.56854,18.3507,18.1864,0.1643047
2266,53679,433,21.02084,18.42503,18.3232,0.1018276
2944,54523,158,29.38346,18.42005,18.43303,-0.01297569
2944,54523,626,20.75649,19.18676,18.88309,0.3036652
2945,54505,454,31.49682,18.62717,18.37784,0.2493305
2946,54506,254,27.01263,18.6461,18.33271,0.3133907
3787,55565,782,23.89129,18.87657,18.48648,0.3900948
4036,55330,710,24.8691,18.34658,18.01718,0.3293953
4790,55888,184,25.84944,18.87564,18.56425,0.3113842
5114,55883,871,32.5041,18.53515,18.14902,0.3861256
5357,55956,334,24.03918,18.78615,18.4328,0.353344
5740,55998,594,27.34539,18.18909,18.00983,0.1792622
7132,56565,436,27.60995,18.6021,18.257,0.3450947
766,52247,506,22.52109,18.17017,18.04114,0.1290359
767,52252,318,20.20342,18.50826,18.47794,0.03032112
1458,53119,215,21.59134,18.54125,18.2419,0.2993526
1784,54425,575,24.78679,18.53566,18.32277,0.2128811
2072,53430,337,23.90665,19.11501,18.78675,0.3282661
2073,53728,590,20.55221,18.89681,18.49929,0.3975143
2073,53728,593,27.39198,18.48169,18.16165,0.3200417
2075,53730,1,24.58226,18.94483,18.55595,0.3888817
2075,53730,483,28.80589,19.09422,18.75399,0.3402309
2371,53762,533,20.80091,18.12406,18.03639,0.08767509
2671,54141,15,24.17615,18.57764,18.2603,0.317337
2671,54141,270,24.65946,18.51254,18.15066,0.3618851
2671,54141,474,24.48817,18.76247,18.4877,0.2747746
3225,54853,403,20.37272,18.96288,18.56591,0.3969746
3226,54857,446,26.50124,18.47998,18.14088,0.339098
3226,54857,568,25.29131,18.51015,18.36054,0.1496124
3227,54893,405,21.60851,18.87131,18.51467,0.3566341
5139,55866,452,25.7587,18.9341,18.58921,0.3448849
5139,55866,898,23.34669,19.32162,18.95011,0.3715153
5467,55973,844,21.85256,18.94757,18.59032,0.3572407
6154,56237,194,26.36467,18.56782,18.17631,0.3915157
6707,56383,128,21.52093,18.45718,18.21012,0.247057
7154,56955,574,22.29829,18.70382,18.33014,0.3736763
7861,57281,617,23.67944,18.48773,18.28197,0.205761
587,52026,197,23.65961,19.02787,18.64242,0.3854542
978,52441,115,21.61564,18.58868,18.34556,0.2431126
979,52427,520,44.51598,18.58717,18.52406,0.06310654
1664,52973,56,27.7303,18.52976,18.51488,0.01488495
1664,52973,96,29.53655,18.66015,18.3055,0.3546486
2460,54616,73,41.77917,18.71657,18.44058,0.2759895
2460,54616,249,31.19776,18.18208,18.14812,0.03395462
2460,54616,392,29.31277,18.40916,18.0944,0.314764
3223,54865,457,20.98477,18.74918,18.35657,0.3926029
3224,54849,387,28.13238,17.98502,18.0982,-0.113184
3224,54849,522,24.5567,18.57465,18.22616,0.3484859
3777,55210,770,31.43272,18.436,18.12426,0.311739
3778,55213,752,29.72755,18.4118,18.0865,0.3253078
4371,55830,392,21.22599,18.82667,18.46349,0.3631744
4879,55706,172,22.08762,18.75554,18.4048,0.3507404
4885,55735,446,24.11944,18.52357,18.2275,0.2960758
5294,55922,46,25.73354,18.79624,18.42147,0.3747692
5295,55978,246,23.80384,18.37028,18.02207,0.3482037
5994,56101,282,20.29082,18.49156,18.41349,0.07806778
5995,56093,724,23.35808,18.54819,18.23975,0.3084431
5997,56309,542,20.59802,19.02295,18.71541,0.3075333
5997,56309,626,22.20751,18.76783,18.47898,0.288847
5998,56087,97,24.12449,18.65988,18.30711,0.3527718
6308,56215,784,21.02211,18.57478,18.21901,0.355772
6625,56386,474,21.23279,18.41907,18.09724,0.321825
7029,56455,695,22.02325,18.69198,18.48994,0.2020435
1468,52999,446,21.96848,18.83953,18.4947,0.3448296
1472,52913,159,23.78523,18.47412,18.44014,0.03397942
1838,53467,483,23.46917,17.77633,18.10427,-0.32794
1844,54138,507,22.5472,18.2747,18.19277,0.08193398
2400,53765,596,24.7639,18.7424,18.41713,0.3252678
2401,53768,306,26.91409,18.44262,18.17803,0.2645893
2402,54176,343,22.32747,18.68851,18.33013,0.3583813
2402,54176,393,28.81522,18.57185,18.29866,0.2731972
2403,53795,193,27.72928,18.74847,18.47599,0.2724857
2403,53795,496,31.50233,18.67097,18.41806,0.2529106
2404,53764,366,22.96356,18.7668,18.51864,0.2481594
2406,54084,304,27.79063,18.68628,18.3235,0.3627853
2406,54084,509,32.51046,18.65141,18.32782,0.323597
2407,53771,346,24.72483,18.60352,18.31761,0.2859135
2409,54210,82,24.88385,18.88697,18.57521,0.3117638
3426,54977,615,29.16089,18.38656,18.30247,0.08408928
3427,54979,379,24.11494,18.39136,18.13431,0.2570477
3428,54979,85,20.7592,18.85273,18.65209,0.2006378
3428,54979,116,30.86473,18.3569,18.03566,0.3212395
3429,54976,505,22.44462,18.85688,18.45703,0.3998489
3454,55003,517,21.96093,18.59875,18.31471,0.2840347
3457,54984,163,24.01844,18.55807,18.17683,0.3812408
4258,55481,572,23.81379,18.74658,18.39266,0.3539238
4774,55659,585,25.37399,18.36464,18.04588,0.3187561
5108,55888,122,25.42908,18.37529,18.03059,0.3446999
5112,55895,140,20.16821,18.52592,18.60346,-0.07753563
5862,56045,394,20.55877,18.66764,18.48508,0.1825619
7235,56603,733,21.48194,18.69105,18.40163,0.2894192
7238,56660,252,34.68063,18.56969,18.36135,0.2083454
7238,56660,796,41.26431,18.09818,18.01525,0.0829277
7337,56686,5,32.73352,18.56203,18.22363,0.3383961
8764,57332,250,32.72201,18.35358,18.00326,0.3503227
304,51609,626,20.89164,18.36229,18.09661,0.2656803
630,52050,332,22.74535,18.60092,18.40202,0.1989002
933,52642,360,20.11507,18.68609,18.36639,0.3197002
2066,53349,548,26.20551,18.65373,18.30457,0.3491554
2067,53738,459,31.44583,18.48132,18.15388,0.3274422
2695,54409,604,27.73292,18.80157,18.50292,0.2986469
2701,54154,377,21.98868,18.74603,18.53884,0.2071896
2701,54154,542,25.4563,18.74709,18.44285,0.304245
2707,54144,274,23.31964,18.81585,18.53183,0.2840214
3194,54833,580,20.36037,18.89717,18.54883,0.3483467
3196,54834,359,20.92674,19.00615,18.72921,0.2769394
3196,54834,386,30.08154,18.36535,18.05889,0.3064613
3198,54865,255,27.90495,18.46018,18.08113,0.3790455
3205,54848,122,23.71635,18.75955,18.36656,0.3929901
3205,54848,404,26.08394,18.44178,18.15721,0.2845783
3206,54852,242,21.13856,19.06871,18.87573,0.192976
3206,54852,377,24.99664,19.09316,18.72262,0.3705368
3828,55539,158,27.84581,18.91531,18.59188,0.323431
3828,55539,430,32.08202,18.6731,18.31034,0.3627586
3832,55289,722,27.9368,18.63936,18.30202,0.3373318
4064,55366,278,23.43003,18.93472,18.54018,0.3945408
4322,55503,500,26.60192,18.3213,18.01163,0.3096733
4567,55589,822,24.75696,18.33994,18.38448,-0.04453468
4831,55679,940,25.37427,18.33842,18.03317,0.3052425
5404,56013,758,25.6226,18.29914,18.00472,0.2944241
7049,56570,682,20.1386,19.05713,18.76069,0.296442
7664,57367,342,27.11688,18.34668,18.02476,0.3219166
1347,52823,355,20.25476,18.25047,18.2485,0.001977921
2239,53726,38,21.42049,18.77639,18.54743,0.2289562
2517,54567,435,21.07095,18.37681,18.14084,0.2359638
2520,54584,257,24.54438,18.66917,18.41608,0.2530918
2520,54584,322,25.17484,19.01356,18.7003,0.313261
3209,54906,499,27.71808,18.86308,18.46487,0.3982029
3211,54852,100,20.046,18.83186,18.46724,0.3646183
3211,54852,378,23.03238,18.58599,18.30184,0.2841434
3211,54852,464,20.39516,18.82958,18.52605,0.3035297
3212,54851,500,20.3819,18.80093,18.89709,-0.09615517
3214,54866,214,28.72462,18.52497,18.22358,0.3013859
3214,54866,441,26.54697,18.72065,18.4425,0.2781487
3215,54861,175,28.66941,18.22636,18.02323,0.2031288
3215,54861,225,20.52574,18.54573,18.71853,-0.1728058
3215,54861,246,23.577,18.58127,18.35986,0.2214088
3215,54861,258,21.00956,18.71394,18.34641,0.3675346
3789,55269,954,20.3148,18.99291,18.69682,0.2960892
3790,55208,622,28.47921,18.54119,18.22448,0.3167095
3792,55212,292,24.31433,18.98806,18.65971,0.3283501
4383,55881,523,23.30653,18.8852,18.4991,0.3861084
4969,56041,124,22.62781,17.75599,18.13094,-0.3749466
6205,56187,344,23.16791,18.62051,18.26955,0.3509579
6786,56448,692,20.6814,17.9562,18.35542,-0.3992271
6788,56428,875,22.25611,18.55692,18.32221,0.2347069
7088,56657,770,21.85575,19.24967,18.95384,0.2958298
7091,56658,56,26.06285,18.51777,18.15942,0.3583469
7378,56715,924,20.13346,18.77568,18.84129,-0.06561661
7382,56991,174,27.54115,18.35466,18.15247,0.2021885
7694,57359,62,25.62032,18.61206,18.28527,0.3267918
1751,53377,166,21.26549,18.42176,18.47736,-0.05559921
2058,53349,2,28.71572,18.50496,18.21594,0.2890129
2058,53349,546,25.64785,18.48907,18.74428,-0.2552128
2058,53349,588,24.87825,18.81553,18.42572,0.3898067
2941,54507,31,23.71101,18.25906,18.0473,0.2117596
3962,55660,544,22.19028,18.57133,18.22541,0.3459167
3962,55660,552,21.93959,18.45834,18.16604,0.2922974
3966,55571,862,23.34216,18.36113,18.21783,0.1432972
4229,55501,199,21.75889,19.11943,18.81017,0.3092594
4230,55483,370,26.41098,18.7762,18.42409,0.3521023
4443,55539,66,21.549,18.25477,18.69926,-0.4444942
4698,55623,965,24.24322,18.39729,18.07718,0.3201103
4992,55723,293,27.73705,17.79607,18.14972,-0.3536472
5420,56009,140,20.21011,19.16205,18.85558,0.3064651
5420,56009,278,21.37409,18.73709,18.42773,0.3093586
5421,55980,754,22.46643,18.62215,18.35576,0.2663879
5792,56269,168,21.30137,18.5035,18.35245,0.1510582
6051,56093,742,21.3462,18.64986,18.29599,0.3538704
6664,56383,274,20.27944,18.26018,18.43475,-0.1745739
1143,52619,475,22.72037,18.87395,18.49596,0.3779888
2965,54594,16,30.64313,18.59552,18.37992,0.2155914
2965,54594,537,52.80425,17.84074,18.01438,-0.1736393
2965,54594,579,40.26252,18.51083,18.29484,0.215992
2965,54594,595,30.53444,18.95004,18.57419,0.3758545
3813,55532,604,24.22578,18.90875,18.62762,0.2811317
3816,55272,560,20.60531,18.67027,18.56566,0.1046066
4387,55534,668,24.33899,18.52658,18.15958,0.3669949
4389,55539,246,23.0629,18.24993,18.52157,-0.2716446
4391,55866,640,24.67835,18.70975,18.37309,0.3366604
2398,53768,386,25.1104,18.46352,18.41681,0.04670906
2399,53764,434,23.51683,18.78508,18.89709,-0.1120071
2936,54626,283,33.65556,18.34337,18.03418,0.3091927
4230,55483,740,25.56093,18.28325,18.56646,-0.2832088
4231,55444,94,26.8489,18.79121,18.45131,0.3398991
4443,55539,217,20.13344,19.13693,18.74206,0.3948727
4443,55539,298,20.53923,19.02915,18.77675,0.2523994
5421,55980,902,20.96047,18.53642,18.49731,0.03910637
7339,56772,287,22.2491,19.16946,18.96313,0.2063274
7339,56722,308,28.6295,19.13795,18.82812,0.3098297
528,52022,257,33.00733,18.33725,18.10392,0.2333336
528,52022,311,20.34938,19.09657,18.81316,0.2834148
1144,53238,417,25.4973,18.68765,18.32818,0.3594742
1149,53003,490,28.84024,18.17604,18.23614,-0.06010246
1153,52933,393,22.72225,18.75602,18.44114,0.3148766
1154,53083,299,31.38129,18.38108,18.02617,0.3549175
1155,52581,53,27.72997,18.37458,18.12913,0.245451
2965,54594,307,32.18399,18.66605,18.29558,0.3704643
2971,54590,127,24.44062,18.39077,18.26506,0.1257114
4086,55446,334,31.09495,18.36826,18.00868,0.3595772
5415,55982,206,20.863,18.9043,18.55902,0.3452873
5417,55978,336,20.04284,18.4469,18.13238,0.3145161
5417,55978,794,20.81021,18.56547,18.23254,0.3329239
6177,56268,146,25.65335,18.75583,18.39485,0.3609772
6754,56414,489,20.82027,18.36305,18.02751,0.3355408
6757,56416,218,20.17072,18.9545,18.62235,0.3321514
7452,56745,173,23.12568,18.69724,18.39136,0.3058758
1586,52945,565,44.83867,19.09375,18.78453,0.3092136
2172,54230,123,22.32758,18.86413,18.73458,0.1295433
2173,53874,148,26.25602,18.40269,18.26327,0.1394215
2569,54234,427,20.03631,19.26796,18.97412,0.2938404
3809,55533,20,21.91651,18.80584,18.62317,0.1826687
4357,55829,790,24.87593,18.5676,18.18965,0.3779469
4798,55672,750,20.0695,18.85601,18.54014,0.3158722
4803,55734,626,35.64153,18.42402,18.28572,0.1382999
5132,55858,638,20.50191,18.93172,18.56962,0.3621044
5136,55836,244,25.99811,18.75992,18.36472,0.3952026
5430,56000,646,20.85219,18.78518,18.5579,0.2272816
5432,56008,256,22.4276,18.309,18.05105,0.2579422
6632,56366,922,22.76595,18.45718,18.10795,0.3492241
7298,56661,6,20.72827,17.84431,18.27949,-0.4351749
8745,57391,828,30.00527,17.98051,18.16927,-0.1887569
2060,53706,397,32.71799,18.43745,18.0622,0.375248
2319,53763,553,27.07898,18.31265,18.24702,0.06562614
2322,53727,540,39.3695,18.14938,18.24569,-0.09631538
2913,54526,579,30.09792,19.0382,18.73946,0.2987404
2913,54526,630,51.05038,18.08745,18.07506,0.01239586
2914,54533,52,36.93825,18.03033,18.23265,-0.2023144
2915,54497,45,45.38458,18.51646,18.34323,0.173233
2915,54497,181,22.57509,18.79022,18.78009,0.01012993
2915,54497,627,35.05519,17.99972,18.00331,-0.003585815
3657,55244,606,21.6188,18.97908,18.61951,0.3595695
3851,55302,32,23.05018,18.90069,18.78508,0.1156101
3852,55243,676,35.15766,17.56045,18.07142,-0.5109711
3853,55268,570,22.56525,18.52077,18.24179,0.2789841
3855,55268,410,23.18454,18.81294,18.47138,0.3415546
4093,55475,322,22.37407,19.02322,18.69035,0.3328705
4393,55944,220,22.4556,18.4148,18.08199,0.3328114
4891,55736,202,21.00162,18.95687,18.59215,0.3647156
5157,55923,668,27.18731,18.26793,18.02027,0.2476559
5161,55968,524,22.44753,18.72771,18.37633,0.3513737
5162,55893,357,21.41314,18.61854,18.27837,0.3401699
5423,55958,820,24.25917,18.36041,18.03725,0.323164
6415,56310,630,23.61518,18.35172,18.08086,0.2708607
6680,56420,820,21.50306,18.60346,18.44,0.1634617
6680,56420,886,21.47089,18.50277,18.44455,0.05821609
7086,56658,58,27.05568,18.03806,18.35777,-0.3197117
2193,53888,382,28.31059,18.30215,18.02778,0.274374
2193,53888,396,30.26095,18.23656,18.00406,0.2324963
2194,53904,148,29.03075,18.48659,18.12025,0.366333
3299,54908,578,24.00807,18.54729,18.43954,0.1077557
3303,54950,193,20.8975,18.69847,18.43301,0.2654667
3865,55272,600,35.53853,18.42169,18.09717,0.324522
4194,55450,130,23.78009,17.95063,18.27186,-0.3212318
4195,55452,390,24.21226,18.64714,18.27887,0.3682785
4720,55691,402,22.17414,18.53673,18.24813,0.2886009
5202,55824,752,25.82504,18.52196,18.24726,0.2747002
5445,55987,304,24.38547,18.1673,18.0978,0.06949997
5949,56096,336,25.08229,18.90446,18.53539,0.3690662
6694,56386,930,24.5466,18.36382,18.02893,0.3348904
6696,56398,894,22.32619,18.6675,18.50518,0.1623211
392,51793,141,21.68496,18.96593,18.68423,0.2817078
1440,53084,234,21.10801,18.28651,18.10759,0.1789169
2341,53738,416,23.72278,19.3109,18.944,0.3668938
2343,53735,84,21.73906,19.0864,18.7449,0.3414993
2651,54507,488,27.86916,18.15105,18.08195,0.06909752
3133,54789,80,27.11297,18.89941,18.68133,0.2180862
3133,54789,370,41.17475,18.26859,18.15259,0.1159992
